comment,label
"Мешыт карангылыкка акеледы. Оку, былым , гылым келешеке керек",0
🇰🇿🇰🇿🇰🇿,0
🇰🇿🇰🇿🇰🇿,0
🇰🇿🇰🇿🇰🇿,0
"Зоостризм деп айтпай. Танирлик дүниетаным деп, неге айтпасыз. Ораза деген. Ор аза. Өле жегенше, боле же деп. Бир ай бойы жағдайы төмен жандарга көмек көрсету. Ауыз бекиту деп аптасына бир кун шектерди дем алдыру",0
Ассалаумағалейкум өте дұрыс айтады ағамыз білім керек Жастарды білімге бағыттау керек сонда еліміз алға басады жасы келгенде намазға жығылып құлшылық етуге болады,0
"Оларға: «Жер жүзінде бұзақылық қылмандар!»,- делінсе, олар: «Біздер түзеуші ғанамыз» дейді. Сақ болыңдар! Шын мәнінде олардың өздері бұзақы, алайда олар түсінбейді.  Егер оларға: «Адамдар иман келтіргендей иман келтіріңдер!», - делінсе, олар: «Ақылсыздарша иман келтірейік пе?»,- дер. Байқандар! Шын мәнінде олардың өздері ақымақ. Бірақ олар білмейді. Бақара 11-13",0
Шымшыков шатасып кеткен. Комуняка Кересіше. Аллаға сембе. Шылым тарт. Арақ іш дейме. Жастайынан аллаға сиынса. Ол жаман ба?,0
"Дин, кимге керек екенин, ол көзи ашык адамдар. Биледи. Биликке керек. Адамдарды урейде устау ушин.",0
"Адам бір боқ көтерген боқтың қабы, Боқтан сасық боласын өлсең тағы. Менімен сен тенбе деп мақтанасын, Білімсіздік белгісі ол баяғы. Кеше бала едің, келдін ғой талай жасқа, Көз жетті ғой бір қалыпты тұра алмасқа. Адамды сүй, ғылым, ілім ізден, Не қызық бар бұл өмірде одан басқа. Абай.",0
"Кәзір ағайын, білімда оныптұрған жоқ. Сөмкесіне үйіп төгіп салыпалып сапасыз кітапардын, балалар тек скалиоз болып жастаиыннан, өскенде клең калека болдыру. Еңбек деген сабаққ деиін кітап, шғарыпқоиған. Мектепте еңбек сабағына арналған бөлме барма деп сұраңдар. Денешынықтру бәріне ктап шығарған. Бәрін тиория мен оқытпақшы. Білім медицына барі, керісінше қара халықты жаппай қруға надандыруға бағытталғандай тәрізді. Енді Қазақ сорлы дінінен сауатын ашайындесе, өздері арасындағы нәпсі құмарлары оғанда қарсы. Сонда көп ұзамай ұлт болудан әбден жойылып. Көрші бір елдердің, ДОҢЫЗЫН бағатын маймылға айналмақшы мыз. Медессені блсеңдер, кеңес үкметне деиін мыңдаған жылдар бойы 7 жастан бастап медресседе білім алған (кәзіргі мектеп ретінде) оқыған. Қазақтан кешегі 19 ғасырдағы Никалай замандаған паида болғанжоқ. (дүмшең молда деитіндей) 12 ғасырданбері Қазақ мұсылман дінін ұстанып келген. Ойлан Қазақ болма ақымақ",0
️,0
"Елімізді жақсылыққа тәрбиелеп отырған жер жоқ қой. Неге сырахана, кафе, ставка қоятын жер соны жабу туралы айтпайды. Дін дұрыс бол дейді, шариғат, сүннетті айтады.",0
"Дурыс аитады мына кысы Кудаиды мектепте гылыми турде тусындыру керек косымша сабакта ,биология химия физика математика барлык салада адам агзасынын клетка дан туратынын (жасуша)ол клетка молекула одан ары атом одан кеиын заряд плюс жане минус  электронды кабыршык солар аркылы тартылыс куш магнит бар екенын жане одан ары жасуша Днк Рнк дан туратынын жане одан да ары макро и микро элементердын барын одан кеиын квантты болым одан ары энергия ол энергиянын неше мындаган туры болып болынып бызге асерын тусындыре былу керек сол энергия быздын ауыздан шыккан созымыз ДНК дан туратынын онын соилегенде материяга аиналуын барын барын окытып уиретып коиса содан кеиын бала шага оку быткен сон Куранды тусыну шатаспау онаи болады шырактарым !",0
Рамазан айында динге карсы ангиме айту уят Сол мектепке барып тексерши сол ораза устайтын бала баскадан  жаксы окыйды.динимиздин негизи алладан.арабтын катысы жок,0
Не деген екі беткей адам еді.исламды мақтап отырып христиан дінінің оразасы жақсы дейді,0
.қажыға жәяу бару керек,0
"дейма оттайды екен мал сяақты.бүл адамның шайтаны , Қазақстанның жауы,елдің басына бәле іздеп жүрген адам екен . кәпірлердің көне тәсілдерін пайдаланып отыр, өтірік исламды жақтайтын адамға  ұқсап,сосын іштей іріткі салмақшы.нағыз мұсылман оған алданбайды,ал өзі секілді мұнафиқтар ғана ереді оған.Алла кімді адастырса оны ешкім тұра жлға сала алмайды,ал Алла біреуді тұра жолға салса оны ешкім адастыра алмайды,соны түсінбеген ақмақтар өздерінше қулық сұмдық қылғысы келеді,тек өзін алдайды,басқа ештеңе жоқ.Алла жүрегіне иман берсін, әмин.",0
"Бұл кісі өте дұрыс айтып отыр , халыққа шын жанашитын адам!!! Құлақ салайық адамдар !!!!",0
"Ведущий я знаю ты павлодарский Я тебе скажу вот ты таким людям даешь площадку, они тут несут ересь и чушь, я вижу будто ты не согласен с ним, но ты должен открыто показывать и высказывать свое несогласие, должен защищать ислам! Побойся, что будешь отвечать за то что дал ему площадку, и сидел кивая ему",0
"Вот смотри:  Ты экономист, и что же ты сделал чтобы поднять экономику страны??  Как раз таки ты ответственен за экономику страны!  Учителя, доктора провессора - должны поднимать образование и культуру народа!  Этим не должны заниматься имамы!!  Пусть каждый занимается своим делом!  Имам должен научить религии ислам: как правильно поклоняться и тд  Пускай учатся и пускай нормально учат в школах и вузах  Пускай строители строят дома, школы, экономисты поднимают экономику, что еще вы там хотите  А имам должен читать книги по фикху, хадису, тафсиру и тд  Вы по моему просто перекладываете свою ответственность на других",0
"Вот чтобы орыс или қытайқұл болып кетпеу үшін, исламыңды ата бабаң сияқты берік ұстан! Шәкәрім Ыбырай аталарымыздай болайық пожалуйста!!   Уже кешіріңіз кіріп кетті бір сөз))))",0
"Экономикасыз саясат қалықты бос дастарха нға,жұпыны киінгендерді шақыру.",0
"Кешириниздер,дини багытта арнаиы билимдериниз болмаса,несине халыкка акыл аитасыздар? Енди калганы урапагымыздын имансыз болып тарбие алганын коксеп журсиздер ме?",0
Мына әңгімеге қарасақ өздерінің патшаға тіке айта алмайтын әңгімесін Намазын енді оқып жүрген жастарды орталыққа айдап салу ма қалай?????,0
Неофиттерге бәрімізде қарсымыз,0
Дінді қудалай бермей Патшаның алдына барып жастарға өнеркәсіп пен зауыт ашуын талап еттіріңдер көкетайлар  Көкелер өнеркәсіпке бөлінген ақшаның жүйелі жұмсалуын қадағаласын,0
Діни мамандарымыз ешкімнің уақытына тиген емес ғылым қуса өз еркі Енді ғылымды Дамуды ақша бөлінген саладан сұрасын,0
Ой қойш шәйдыңдар ғой сендердің замандарында Кітапханадан шықпаған едіңдер ғой,0
"соның нәтижесін көріп жатырмызғой біреулерің ұры қарысыңдар, жемқорсыңдар, алаяқсыңдар, атейстсіңдер, халыққа пайдаларың жоқ бір дүбәрә шалсыңдар содан кеп Ақылды боп қалатындарың не осы. Өздеріңе ұқсатқыларың келеді ұрпақтырыңды ұры, жемқор, қарақшы, жалақор, бәлеқор, зинақор, алқашқұмар, қатынқұмар еткілерің келеді ау шамасы",0
Ең әуелі ұлыт паида болғанба?дін паида болғанба?әріие ұлт сол себепті алдымен қазақ болуымыз керек .ал дін ұлтымыздың сенім-нанымы оны дәстүрмен жарасымды үйлестіре алу ол озық ұлыттардың тірлігі болмақ . Баланы 13 жасқа немесе 18ге толғанда мешітке берсеңізде кешікпей сіз деп оилаимын. Ұрпақтарымыз алдымен ғылымды ілгеріу керек.,0
Шын кудаи бар. Болса жемкорлык Аділетсіздікболмаседі солтуралыбіриман бірмоллааитпаиды Кане кудаишылыгың  канеаділдігің Неге білімге гылымгакарсы,0
Армысыздар! Мына,0
"белгіден қашан арыласың,  қазағым. Бұл басқа діннің табыну белгісі. Соны ескерсек.",0
Жанкелді ағамыз дұрыс айтады жүз пайыз қолдаймын. Бүкіл ел молдаларға уағыз(лекция)оқып жіберу керек   Жанкелді ағамыз.,0
",,Религия-это опиум для народа""В.И.Ленин Кезінде Ресей халықы дінге берліп 1920жылға дейін христиан жұрт надан болған арта қалған, европа елдерімен салыстырғанда. Кейін 1930жылдары индустрияландыру кезінде славян тектес халықтардың балаларын техникалық жұмысшы мамандарға оқыты:токарь.фрезировщик.плотник.электрик.тракторист.кранавой.радист т.б.төрт класс білім болсада.Ешкімді кінәлап керек емес,осы күнге дейін өзіміз қазақ баларымызға дұрыс мамандықтың тандау біліміне және икемділік сай,не мектеп және ата-анасы дұрыс сілтеме жоқтың қасы. Техникалық жұмысшылардың айлақтары қазіргі кезде жақсы,көбінесе бөтен ұлттар жұмыс атқарады. Біздің оқушылар мешіте жүргенде,өзге ұлттың балалары  техникалық үйірмелерде білім алып жүр,оны өзіміз көріп жүрміз. Ойланатың кез келді ағайын",0
Қандай керемет сұқбат! Көп мағлұмат  алдық. Көп жасаңыз!,0
Былым бұлак Куран булактын көзі,0
Шайнамашайшы Ауызым бар деп сандалама . Дын мен жагаласканша  паракор мен нашакор жезокшелердын  мәселесін карамайсысба .,0
Файзулланың фанатығой мынау шал. Басқаларының бәрін адам көрмейді.,0
Казақ болған қызык даму үшін орысша сөилеп құдаи сены есту үшін арабша сиыну керек,0
"""Дін апиын"",- деп, Ленин бекерден бекер айтпаған екен. Намазхандар қандай, наркомандар қандай, оны күнделікті өмірден өз көзімізбен көріп жүрміз. Екеуінің айырмашылығы өте аз. Наркоманды түзеу қандай қиын болса, намазхандарға да бірдеңені айтып, дұрыс екенін сендіру сондай қиын. Екеуі де бірдеңеден өлердей қорқатын өте қатып қалған қыңыр адамдар. Құдайдан таза қорықса жақсы ғой. Жалғыз ислам дініндегілер ғана емес, жалпы діндар адамдар тек менікі ғана дұрыс деп есептейді. ""Мүмкін, менің мынауым сәл дұрыс емес шығар, кішкене болса да өзгерейін, қазіргі дамыған технология заманына мынауым сәйкес келмес, ұят болмасын, жалпы халықтың ыңғайына бағынайын"",- деп, саналы түрде өзін икемдемейді. Дәл солай саналы түрде өзін икемднместен, санасыз түрде қазіргі дамыған заманның қажеттіліктерін өзіне қолдана бастайды. Бұрын діндарлардың бәрі заманауи қажеттіліктің бәріне түгел саналы түрде қарсыласатын. Енді қазір өздерінің санамыз түрде жасап жүрген іс-қимылдарынан кейін, ауыздарына құм құйылып, заманауи техналогия жетістіктеріне қарсы бір сөз айта алмай ауыздарына құм құйылды.",0
90 -- шы Жылдары Қазақ Елінде Жаппай МЕДРЕССЕЛЕР Жұмыстарын Жеделдетіп бастап кетті ...! !!!! !! Қазір Сол Медресені оқып бітіргендер ХАЛҚЫМЫЗДЫҢ Мыйын ашытуда ...! !!! !,0
Керемет сұқпан болыпты. Тамаша түсіндіріп жеткізеді екен ағамыз. Аман болсын,0
"Мна алаңсыз қараңғы сауатсыз , шала қазақты неменеге шақырған?  ..  ішібалған ба?",0
"Совет замандағы обществоведение ден сабақ берген біреу ғой…Ортағасырды айтыпкетті.. не деп лағып кетті ..Жарайды сонда Абай , Шәкәрімдер.., Алаш орда зиялары да адасқандар боп тұр ғой.. ?",0
"Керемет сұхбат,  дұрыс айтты",0
Мешіттерді жабу керек Оразаға заңмен  тиым салу керек,0
"Өкінішті, осындай қазақтар әлі бар арамызда, кеңестік атеистердің жемісі. Сұбхат алушы азаматта түсінді ау деймін",0
"Мынау не согып отыр,акмак екен,анау Жана Казакстанга, министрлерге барып сок отырыгынды,сен де сонын быреуы сияктысын,или  койшы сказканды,шай ышыпкел,лапшу вешает,сказочник!",0
Олигархтардын толемейтин налогтарын шыгарып алса усак шаруашылыктардын толей алмай отырган НДСынан,0
пален есе артык каржы шыгармай  ма,0
Ауыл партиясы ұйқыда жатр,0
"КНБ казахстандыкы неге МҮЛДЕМ жумыс истемейди!!!!! Ауылда диверсант ветеринар китайшылар малды неше түрлі аурулармен таратканымен айналысады. Ауылдағы мал белгісіз аурулар дан кетип жатыр. Ол жағдайды мсх көрмей отырма!!! Жоқ олар бірге сол диверсанттармен. Ал енді казактын өзі бастарың кесип жатыр, оны тағы мына полициясы түк болмағандай жайбарақат жатыр!!!!! Ресейдің етің жеп көрдің ба? Ол ет емес, у ғой",0
мықты ақпарат айтти,0
"Мен бұны1997-ші жыл дан жеке шаруа қожа лығымен қызмет жа сап,зейнетке шыққан адам ретінде айтып отырмын және ауыл ым,жерлерім иесіз қалды.Оған әлі де қай тып барып,шаруашы лық құрамын деген Үмітім бар еді,соған көзім тірі жүргенде Ұрпақтарымыз бар са деп,-жыл сайын ауылға барып,ата- аналарымыздың басына құрбан шал ып,ас беріп,құран бағыштап жүргені мізге де 20-25 жыл өтіп кетті.Әлі Үкімет ауылға бір күні бұр ыла ма?-деп күтіп жүрміз.Содан да хал ық Назарбаев пен Тоқаевты балағат тап,қиналып кетті ғой.Жағыдай жаса са,басшыда не әке сінің құны бар Әәә?",0
"Рахмет сіз өте жақсы ақыл-кеңестер беріп отырсыз,сіз көпті көр ген,тәжірибе жинаған азаматсыз.Өте дұрыс. Жер бар,төрт-түлік мал. Қазақ мал бағып,өркен деген ел емес пе?Бар ымызды неге қолдана алмай отырмыз?Декта торлық биліктің кесірі. Халық осыған наразы. Әрине өз Отанымызға қарсы болмаймыз,бірақ Ауылды өркенету,шаруа шылықты арттыру дег енде,ауылға халықты қайтару деген жоба жасау қажет.Шет жер дің адамдары керек емес,олар орнығып алса,жерді иеленеді. Ал өзіміздің халық ауылға бармайды де ген бос сөз.Ауылдар ға қайта балабақша лар мен,мектептер салып,жастарды қон ыстандырып жағыдай жасаса,бармайды де ген сөз болмайды. Қазақтар өте мықты, Халықты кінәлау дұр ыс емес,Қазаққа қыз мет бермеу кеңес үкі метінде де болды.Қаз ір ол тіпті күшейіп кет ті.Шет жерден келген дерге көтерме ақы бер еді,ал өз Қазағың алыс ауылға барғандарға,бұ ылып та қарамайды. Бұл да ақиқат шындық қой.Шынын айтсақ Үкімет өз Қазағына яғни ауылдағы халық қа дұрыс қарамайды.",0
"Осыны сіз біліп отыр сыз,оны президент неге білмейді?Әлде жемқорлыққа қар сы болатын болған себепті болып тұр ма? Осы кезге дейін неге айтпай жүрсіздер Әәә?",0
"Агробанк ті құру,құрмау әлі де,сұрақ болып тұр екен ғой Әәә?",0
"Үкімет билігі 6-партия ның талаптарын орын дағысы келсе орындай ды,орындағысы келме се орындамайтын бол ып тұр ғой,сіздің сөзіңіз соны аңғартып тұр.Бол маса не деп,-айтыға бо лады Әәә???",0
"Бұны Алмасбек Садыр бай да,осыны айтып жүр емес пе?Қалай айт саңыз да,Ауыл партия сының үкіметте беделі төмен бе? Әлде Аманат партиясынан басқа пар тиялардың беделі жоқ сияқты.Не жасап жүр сіздер?",0
"Дұрыс сол 70-жылда егіннен 12-13ц. алып жүрді,қазір де 30-жыл дың үстінде сол 12-13ц. күйінде қалып отыр дегені рас,ақиқат шын дық қой.",0
"Аталы Дәстүрлі кәсіптері жойылған ұлт, шаруашылықтан қол үзіп, шетелге шелек тосып, интернет сырқатында жалқаулыққа оранып мәз болып жата береді....",0
ОСЫНДАЙ  АДАМДАРДЫҢ  АҚЫЛЫН   ІСКЕ  АСЫРМАЙ  КЕЛГЕН  АЛБАСТЫ  НАЗАРБАЕВ  . ЖЕТІ  АТАСЫНА  НӘЛЕТ,0
"""Дәл осылай жүре берсек"",- деннің жауабы - ЕЛ ТАҢБАДА. ЕЛТАҢЬАНЫҢ СИМВОЛЫ КҮННІҢ КӨЗІН БҮРКЕЙ КЕЛГЕН ҚАРА БҮРКІТПЕН АШЫЛА ТҮСКЕРДЕЙ: БҰРЫНҒЫ БАСШЫНЫҢ ҚАЗАҚСТАН ЖЕРІН, БҮКІЛ ҚАЗЫНА БАЙЛЫҒЫМЕН ҚОСА ЖАППАЙ ЖЕКЕШЕЛЕНДІРІЛДІ ДЕСЕК ТЕ, БҮГІНГІ ЕЛ-ТАҢБАНЫҢ МАҒЫНАСЫН АШЫП ЖАТЫР.  СОНДЫҚТАН, МЕМЛЕКЕТІМІЗДІҢ ІШКІ-СЫРТҚЫ ҚАСИЕТІНІҢ МӘН-МАҒЫНАСЫ БІР-БІРІМЕН ҰАЬЫСУЫ КЕРЕК БОЛСА, ГЕРБ ҚАНА ЕМЕС, ЕЛ-ТАҢЬАМЫЗДЫҢ ӨЗІ ӨЗГЕРУІ КЕРЕК. МАТЕРИАЛДЫҚ ЖАҒЫДАЙДЫҢ ӘҢГІМЕСІ БАСҚА.  ЕЛТАҢБА МЕН ГЕРБТІ ЖАСАУҒА КІМ ЫҚПАЛ ЕТСЕ, МАТЕРИАЛДЫҚ САЛМАҚТЫ СОНЫҢ ИЫҒЫНА САЛУ КЕРЕК.  ҚАЛАЙ ДЕГЕНДЕ ДЕ, ЕСКІ ҚАЗАҚСТАН ИДЕЯСЫ БІЗДІҢ КЕЛЕШЕК ИДЕЯМЫЗҒА САЙ ЕМЕС.  ЕСКІ ҚАЗАҚСТАН МЕН ЖАҢА ҚАЗАҚСТАННЫҢ БЕТ-БЕЙНЕСІ БҮКІЛ МАҚСАТ-МҮДДЕСІНЕ БАЙЛАНЫСТЫ ТІРШІЛІГІМЕН ТҮГЕЛ ӨЗГЕРУІ КЕРЕК. ЖАҢА БАСТАМАНЫ БІР АЛЛА ҚОЛДАҒАЙ ДЕП ТІЛЕЙІК.",0
"Дұрысын айтып отыр. Тек билікте халыққа болсын деген ниет жоқ. Халық күл болмаса, бүл болсын, қазынаның ақшасын қалай қымқырсақ деген пиғылмен жұмыс істейді біздің шенеуніктер. Олар талан-тараж жасауға ғана дарынды...",0
"Сауатсыз , кате комент жазгандардын барлыгы да айтылган ангимеге карсы болган .",0
"Назарбаевтарға байуға жол болмай қалат деп отыз жыл солар басып жәншіп қазақтарға жол болдырмай қойғанын айдан анық көрініп тұрды ғой болатының өзі неге тұрады ол өлгенде жоқ шығар Қазақ жалщау болса қаншама спорттан да қай салада болса да бірінші болып тұр ғой, көре алмай тұрғандар болса ТҰЗжалап алсын қазақты жамандап қысыр сөзбен әңгіме айтпай Сөзден іске көшіп осы сөйлеп отырған кісі неге істеп алға  жылжытпапты Жамандамай отырсын жалқау деп",0
Өмірі қазақ біреудің қолына қарап жан баққан емес . Қытаи мен ресеидің сапасыз тауары тек арзан бағасымен . Ал оларды алмасақ .өзге елден алуға болады . Ат төбеліндеи халықты асырауға еліміздің баилығы қытаимен ресеисіз де асып жетеді .,0
"Мынау адам калай тайыз, акмак адам,журналист айналайын осындай адамды шакырмашы ,басына кырмесе,ондай такырыпка шакырма ,озынде кырысып сурама,ауылдагы екы ажемнын созын",0
сойлеп осек айткандай болып отырсындар...,0
"Төлеутай сізде барып тұрған екі тілді биліктің бұлбұлы, халықтың жауысыз. Өз басыңызға жауапкершілік алмайтын жалтақ адамсыз. ..",0
малды президентке миністірге аким депутаттарға бактыру керек мал семіріп қарын байлап дом домалак болады алты айда,0
Төлеутай озин Капкарашка екенсің Галустугн совсем жараспай түр Карагалустик байла болмаса вовще такпа саған галустук жараспайды екен фудболкамен жүре берсең болады Ауыл шаруашылығын курттындар Дирмендер канрап боскалды халыкка мал алуға Акша аямай бериндерш Өзбекстанға малды көп сатабериндер мал көп болса халык байиды малбагудан жалыкпайды некурлым көп сатса согурлым малды көп бағады сендер халыкты жамандамандар Халыкты кызыктырып жумыс беріңдер Кредит бериндерш без процент одан кем болмайсың дар Субсиданы бастыктар жеп кояды биргана Жигулидин баласы 500000 жеп койган сондада Жигули Әлиде прылдап журип жатыр Моторы мыкты екен нашар болса колен валы устап калар еди,0
"Қыбай шал:-Төлеутай өу алдама, Совхоздың малы түстіме қалтаға, Қазақ адал, еңбекқор бұрмалама, Ұйымдастырушыны тарт жауапқа.",0
Бұл кім,0
"Қасақа жол ұжымы сұқпат сапалы өтті! Енді осы саланың басқа ғалымдары мен көзқарасы өзгеше екі үш ғалымын(маманын) бірге отырғызып жарыс сөзге салып ойларын  бір қазанда қайнатыу керек! Себебі , еліміздің аграрлық саясаты ұлттық қауіпсіздігімізге тіке қатысы бар! Бұл бейжай қарайтын жағдай емес!!!",0
Қазақ жалқау емем қазаққа  жұмыс істеуге мүмкіндік жоқ Ресейдің өнімінің сапасын Қазақстанда ешкімнің тексеруге мүмкіндігі жоқ сол себепті бағасы арзан Халыққа қол жетімді,0
"Қасқа жол нкен , Өзгелерден басқа жол екен. Бұл қасқа жол екен, Бағыты асқа жол екен. Әңгімесі дұоыс, Өзінде ақша жоқ екен.",0
,0
"Түркпен Аму дарьяның жарты суын Қара құм каналы арқалы тартып отыр, 5",0
"миллион халқы бар, су жоқ дегеніңіз бұл өтірік сөз, ауа рай жылы, теплицаға газ жеткілікті, так что көк өніс өндірісі анда жеткілікті, ал Өзбекстаннан қәзір аз келуі оларда теплицаға қолданатын газ  қыт ,ауа райы суық болуына байланысты!",0
"Толықтай сұхбатты онлайн отырып көріп шықтым, бір сағаттың қалай өткенін де білмей қалдым",0
- Авантюралық ой деген дұрыс,0
Керемет сұхбат,0
Зат шыгару онай. Сатугада болады. Документин Туралау МЛН тенге. Сурайды,0
"Комментарийлерді оқып отырып,  қазақтың сөзі  ойыма келді. Жұмыс жасаған адамның соңынан сөз ереді, жұмыс жасамағанның соңынан не ереді дегені  есіме түсті. Немесе жаман адам жамандап айтады, жақсы адам жақсы жағын көреді дейтін, қателеспесем. Мемлекеттік құжаттарда тәжірибесі өте мол жалғыз маман деп санаймын. Әр адам, өмірге келгенде, қай заманда тууын талғамайды деп айтар едім... .",0
"Бұл,Назарбаевтың құлы,сатқын. Оппозицияны сатқан сатқын-сайқал.",0
Ой шешеңдісігейндер бір сағаттан аса өсек ғайбат айтқан ер жігітке жараспайды,0
"Өте жақсы сұхбат болды. Көп нәрсе айтылды. Әлихан ой өрісі өте кең адам. Білімді. Осы білік, тәжибесін алда да істету керек. Қысқасы, үлкен саясатқа қайта келу керек. Мүмкін болса, ана шала қазақ Азатты ығыстырып, орнына тұру қажет. Сол арқылы шын мәніндегі ""Жаңа Қазақстанды, құру керек.",0
Кедейлер партиясы,0
", Перуашев помоему миллионер долларовый.",0
"Засланный казачок,  без совести. Жармадан Тұяқбай тоже засланный казачок",0
"Ай, жұрт , ел! Жұрыстап тындасандаршы! Бачка не керек сендерге а? Саткын , назарбаевтын адамы бул деп …. Ай назарбаев , бұл кісіңің анасы кайтканда коніл де айтпапты! Не деп турсындар ? Кайдағы саткын? Бұл адамнын калтага басып жиган бир нарсесі жок. Хотя была возможность и очень даже не хилая. Сондвктан ойланындар кимнің кім екенің!",0
️,0
сатқын болдьң сонь айтпайсаңба Назарбай лақтьрдь,0
"Эфирге шығып ақталып , айналасын қаралап отыр мына сатқын ! ДВК да болып , кейін билікке кетіп жемқор болғандардың бірі емеспе ? Кіммен дос болса , ақырына дейін болу керек еді.",0
"Әрүақтарды  МҮЛДЕ силамаған, СЕБЕБ - АЛТЫНБЕК СӘРСЕНБАЕВ, СЕРІКБОЛСЫН ӘБДИЛДИН ТАҒЫ БАСҚАЛАРДЫҢ  КАҺАРЫНА ЛАЙЫҚСЫҢ.... Ал біздер, замандастар АҚИҚАТТЫ  әбден түсініп білеміз... Иуданың кейіпі анық көрінеді..... УАЛИҺАН деген есім, быздің бетке ұстар АЗАМАТЫМЫЗДЫҢ УАЛИҺАН БӨКЕЙҺАН бабамыздың ҚУРМЕТІНЕ қойған болар. Себебі ол ТУЛҒА, мынаған қарағанда....",0
"Осыбір оңбаған залым сыяақты, 30жыл қалмақ деп абалаған",0
️,0
️,0
Болат Абиловпен салыстыруға болмаиды.Баименов кімнің тарысы піссе со Ның тауығы болған адам,0
"Барып тұрған сайқал,сатқын.Қалай ұялмай жер басып жүр. Не деген жиіркенішті тұлға.",0
"Бәйменов өзінің сатқындығын ақтап, 2005 жылғы «Ақ жолда» болған жағдайды бұрмалап айтып, әдемі жылтыр сөздермен жұрттың миын шірітіп отыр! Нағыз - «Саяси суайт»!",0
